aX,aY,aZ,gX,gY,gZ,label
-0.226,0.731,-0.110,4.272,5.554,156.250,0
-0.336,0.755,-0.098,5.188,8.484,153.687,0
-0.382,0.758,-0.065,5.005,-3.357,158.142,0
-0.444,0.776,-0.033,3.052,-12.817,161.194,0
-0.741,0.731,0.010,-6.836,-16.907,161.316,0
-0.923,0.753,-0.012,-17.212,14.221,142.029,0
-1.159,0.793,-0.031,-20.386,6.653,123.962,0
-1.225,0.820,-0.040,-19.836,17.517,99.060,0
-1.231,0.821,-0.075,-24.048,23.682,74.524,0
-1.150,0.818,-0.093,-25.330,-0.061,61.707,0
-1.131,0.768,-0.128,-23.132,-29.053,55.664,0
-1.203,0.754,-0.146,-19.531,-58.533,43.030,0
-1.227,0.751,-0.178,-16.785,-66.284,18.250,0
-1.189,0.767,-0.242,-16.418,-50.964,-15.076,0
-1.049,0.760,-0.291,-11.414,-35.461,-48.523,0
-0.929,0.747,-0.260,-3.784,-33.264,-73.303,0
-0.792,0.740,-0.206,1.953,-34.241,-90.515,0
-0.682,0.703,-0.213,2.563,-36.682,-106.689,0
-0.606,0.705,-0.228,2.380,-29.480,-126.343,0
-0.563,0.701,-0.277,2.502,-10.620,-150.818,0
-0.263,0.752,-0.283,9.277,2.319,-173.828,0
-0.039,0.774,-0.290,18.066,-2.686,-172.302,0
-0.006,0.768,-0.221,24.292,-2.991,-163.696,0
0.000,0.753,-0.129,23.132,2.197,-167.297,0
0.044,0.735,-0.148,20.447,9.888,-179.871,0
0.222,0.727,-0.179,8.484,41.809,-189.209,0
0.471,0.753,-0.283,2.136,35.950,-189.941,0
0.598,0.753,-0.343,-1.587,37.659,-179.504,0
0.615,0.724,-0.437,-4.639,65.491,-178.406,0
0.880,0.727,-0.451,-0.977,83.191,-177.124,0
1.313,0.770,-0.438,3.296,49.255,-138.489,0
1.447,0.783,-0.377,8.789,-7.935,-60.486,0
1.140,0.757,-0.369,7.446,-38.513,3.906,0
1.006,0.787,-0.545,3.113,-37.598,29.724,0
0.963,0.798,-0.596,5.554,-33.752,36.194,0
0.920,0.802,-0.554,18.372,-14.038,46.570,0
0.815,0.770,-0.423,30.701,3.235,55.847,0
0.803,0.789,-0.338,36.499,18.555,63.904,0
0.812,0.794,-0.247,36.377,10.437,81.970,0
0.710,0.785,-0.239,29.419,-0.488,104.858,0
0.566,0.786,-0.246,26.123,-14.648,125.488,0
0.361,0.801,-0.189,26.733,-20.142,141.235,0
0.266,0.801,-0.164,26.367,-12.207,146.790,0
0.087,0.772,-0.131,23.132,-10.925,147.461,0
0.014,0.774,-0.104,18.616,-5.554,141.907,0
-0.053,0.782,-0.091,15.747,-1.160,137.817,0
-0.135,0.803,-0.078,9.277,9.216,137.268,0
-0.283,0.783,-0.124,7.812,18.372,141.174,0
-0.381,0.800,-0.147,12.085,7.446,138.794,0
-0.494,0.821,-0.080,16.663,-2.563,128.906,0
-0.556,0.880,0.015,10.803,26.306,110.413,0
-0.642,0.885,0.047,7.996,38.269,103.027,0
-0.851,0.894,0.087,0.244,29.419,100.830,0
-1.004,0.905,0.078,-7.324,14.893,92.041,0
-1.184,0.876,-0.035,-15.198,6.775,78.064,0
-1.214,0.898,-0.094,-10.864,-28.503,60.730,0
-1.163,0.884,-0.118,-8.728,-31.555,36.804,0
-1.143,0.847,-0.117,-6.531,-30.029,13.794,0
-1.107,0.841,-0.104,-1.709,-44.006,-7.935,0
-1.032,0.830,-0.140,-3.845,-26.123,-35.583,0
-0.911,0.817,-0.195,-4.089,-10.742,-62.744,0
-0.774,0.820,-0.185,1.587,-21.729,-78.308,0
-0.639,0.810,-0.140,7.263,-26.550,-86.853,0
-0.531,0.791,-0.103,7.996,-31.189,-94.604,0
-0.439,0.809,-0.114,6.592,-32.410,-104.614,0
-0.367,0.817,-0.109,5.493,-26.367,-114.197,0
-0.220,0.815,-0.105,3.723,-21.301,-121.094,0
-0.081,0.831,-0.098,3.784,-22.644,-124.207,0
0.068,0.842,-0.117,1.770,-30.762,-120.789,0
0.085,0.845,-0.137,-1.160,-30.273,-115.417,0
0.179,0.844,-0.144,-4.456,-21.240,-115.356,0
0.378,0.855,-0.184,-7.019,-23.254,-111.938,0
0.460,0.855,-0.230,-7.446,-31.250,-102.905,0
0.589,0.861,-0.288,-8.911,-19.409,-97.839,0
0.756,0.868,-0.311,-9.644,-8.911,-88.074,0
0.844,0.869,-0.346,-5.676,-18.860,-63.110,0
0.827,0.877,-0.358,0.000,-23.071,-40.039,0
0.833,0.870,-0.395,4.883,-11.108,-24.414,0
0.855,0.875,-0.367,10.620,-0.793,-11.047,0
0.897,0.877,-0.363,14.587,10.010,4.578,0
0.848,0.859,-0.368,16.296,15.686,12.817,0
0.788,0.854,-0.342,20.813,23.682,25.818,0
0.737,0.845,-0.305,22.522,28.137,37.354,0
0.633,0.840,-0.325,24.780,38.696,48.096,0
0.578,0.845,-0.314,30.396,40.588,57.373,0
0.486,0.843,-0.276,37.476,46.021,68.542,0
0.374,0.826,-0.210,44.250,42.908,79.956,0
0.292,0.807,-0.177,61.707,41.870,86.426,0
0.196,0.799,-0.140,48.157,41.199,87.585,0
0.092,0.806,-0.104,46.753,46.814,87.402,0
-0.002,0.805,-0.105,46.082,52.490,87.891,0
-0.066,0.818,-0.058,48.279,51.392,88.440,0
-0.048,0.879,0.016,46.143,50.781,89.966,0
-0.116,0.827,0.054,39.490,59.937,97.290,0
-0.384,0.884,0.116,42.053,38.818,107.483,0
-0.504,0.909,0.216,42.847,21.973,105.591,0
-0.644,0.945,0.333,36.377,21.790,101.868,0
-0.857,0.982,0.389,17.151,8.667,91.187,0
-0.976,1.012,0.331,1.038,14.893,73.730,0
-1.032,1.061,0.244,-6.592,5.859,56.152,0
-1.005,1.043,0.217,-8.118,-20.569,48.218,0
-1.017,1.010,0.248,-12.512,-37.354,41.077,0
-1.018,0.980,0.245,-22.644,-50.232,28.503,0
-1.068,0.921,0.151,-32.349,-50.354,11.353,0
-0.921,0.939,0.039,-35.156,-53.833,-12.207,0
-0.808,0.920,-0.056,-34.973,-51.331,-30.212,0
-0.702,0.896,-0.113,-31.372,-41.809,-45.776,0
0.022,0.963,-1.720,33.325,9.033,13.733,1
0.015,0.860,-1.829,68.481,-8.301,12.878,1
0.080,0.855,-1.847,81.421,-0.793,7.935,1
0.151,0.846,-1.791,105.896,24.597,9.705,1
0.178,0.760,-1.720,123.108,36.804,17.944,1
0.154,0.654,-1.803,119.629,28.015,26.917,1
0.144,0.529,-1.913,120.544,9.583,32.593,1
0.141,0.433,-1.996,122.253,5.737,34.302,1
0.139,0.239,-2.136,130.066,7.935,34.302,1
0.148,0.057,-2.174,145.752,11.475,28.809,1
0.160,-0.076,-2.118,161.560,4.944,20.264,1
0.223,-0.209,-2.009,177.002,-1.038,10.925,1
0.238,-0.276,-1.916,190.552,11.230,7.202,1
0.231,-0.393,-1.674,194.885,23.804,6.165,1
0.276,-0.434,-1.480,198.914,40.222,4.944,1
0.279,-0.545,-1.191,204.590,26.489,9.399,1
0.206,-0.511,-0.779,199.097,18.799,5.920,1
0.155,-0.485,-0.391,206.421,7.019,6.104,1
0.056,-0.436,-0.001,199.463,-9.155,-4.883,1
-0.010,-0.343,0.342,177.246,0.427,-19.470,1
-0.012,-0.154,0.615,143.921,14.221,-30.273,1
0.023,0.022,0.727,99.182,15.442,-26.611,1
0.028,0.126,0.731,78.796,12.329,-5.493,1
-0.041,0.321,0.699,43.274,9.033,-9.033,1
-0.047,0.522,0.605,11.536,14.221,-7.935,1
0.020,0.725,0.352,-14.282,9.521,-7.996,1
0.068,0.860,0.083,-30.212,1.343,-2.563,1
0.090,0.940,-0.139,-38.147,10.376,2.075,1
0.075,0.993,-0.344,-38.513,25.818,10.071,1
0.047,0.998,-0.403,-28.381,31.189,13.123,1
0.017,0.998,-0.403,-23.865,28.564,9.888,1
0.008,0.970,-0.372,-20.508,15.137,7.874,1
0.027,0.939,-0.427,-25.879,0.366,4.272,1
0.091,0.898,-0.514,-27.832,-8.789,2.991,1
0.081,0.869,-0.515,-22.827,-2.625,7.874,1
0.041,0.832,-0.477,-17.639,11.475,10.010,1
0.004,0.801,-0.406,-13.428,10.132,6.531,1
0.012,0.785,-0.327,-13.733,-5.432,-2.258,1
0.046,0.765,-0.271,-21.179,-18.982,-6.165,1
0.047,0.726,-0.281,-33.142,-16.907,-3.540,1
0.019,0.676,-0.358,-41.138,-7.141,0.366,1
-0.002,0.625,-0.354,-41.504,-0.488,1.343,1
0.007,0.609,-0.374,-46.387,0.549,-3.357,1
0.042,0.576,-0.343,-52.856,-9.094,-6.714,1
0.075,0.536,-0.359,-56.519,-13.611,-7.141,1
0.084,0.518,-0.371,-63.416,-13.550,-5.798,1
0.065,0.502,-0.401,-71.411,-2.808,-2.441,1
0.037,0.472,-0.427,-79.407,6.714,-0.977,1
0.039,0.428,-0.467,-88.562,4.639,-2.563,1
0.089,0.407,-0.585,-99.915,-14.465,-5.432,1
0.129,0.371,-0.767,-107.666,-28.320,-4.822,1
0.123,0.350,-0.890,-107.422,-15.686,-2.747,1
0.091,0.339,-0.928,-102.173,6.226,-3.357,1
0.115,0.345,-0.916,-95.642,10.010,-8.362,1
0.164,0.346,-0.977,-98.389,-5.127,-12.512,1
0.213,0.313,-1.096,-100.464,-24.719,-10.681,1
0.179,0.273,-1.170,-101.685,-26.184,-5.981,1
0.145,0.272,-1.170,-98.755,-12.634,-2.686,1
0.118,0.276,-1.191,-99.121,1.587,0.610,1
0.107,0.292,-1.260,-101.868,5.127,2.991,1
0.092,0.324,-1.305,-98.816,0.488,2.502,1
0.051,0.362,-1.262,-89.722,-3.723,1.221,1
-0.005,0.423,-1.215,-85.510,0.977,-0.793,1
-0.006,0.463,-1.206,-83.008,6.226,-3.174,1
-0.005,0.527,-1.167,-77.271,0.671,-5.615,1
0.022,0.555,-1.148,-72.937,-5.371,-7.141,1
-0.005,0.565,-1.144,-68.909,-8.911,-5.676,1
-0.005,0.583,-1.114,-62.256,-5.188,-7.812,1
0.017,0.589,-1.087,-54.626,-2.869,-11.292,1
0.093,0.613,-1.020,-44.006,-5.981,-15.686,1
0.115,0.635,-0.926,-36.926,-8.728,-14.709,1
0.120,0.652,-0.872,-34.607,-3.784,-10.193,1
0.102,0.651,-0.863,-33.386,-2.808,-3.723,1
0.117,0.663,-0.902,-32.837,-2.014,0.916,1
0.124,0.669,-0.998,-32.776,2.869,5.432,1
0.126,0.685,-1.039,-31.433,5.554,9.644,1
0.090,0.718,-1.145,-26.062,8.240,11.536,1
0.066,0.738,-1.224,-13.245,4.150,13.123,1
0.068,0.763,-1.265,2.930,-2.747,12.634,1
0.078,0.797,-1.365,13.855,-2.747,12.573,1
0.072,0.834,-1.460,28.076,-0.916,16.418,1
0.005,0.846,-1.571,41.016,10.864,22.644,1
-0.033,0.855,-1.606,60.425,21.362,23.743,1
-0.093,0.854,-1.659,69.275,23.376,21.118,1
-0.088,0.849,-1.774,83.984,18.433,13.916,1
-0.094,0.772,-1.867,102.234,10.559,7.324,1
-0.039,0.680,-1.954,118.347,4.944,-0.671,1
0.025,0.560,-2.018,137.573,-5.859,-2.686,1
0.074,0.435,-2.010,157.166,-10.132,-3.418,1
0.114,0.286,-1.858,180.298,-8.850,-3.906,1
0.195,0.179,-1.685,196.655,-3.723,-5.127,1
0.233,0.085,-1.568,204.102,4.761,-0.549,1
0.259,-0.014,-1.419,207.886,7.507,4.822,1
0.264,-0.041,-1.318,208.618,3.662,10.071,1
0.214,-0.107,-1.085,204.895,-7.629,12.329,1
0.175,-0.170,-0.868,206.116,-9.888,16.968,1
0.144,-0.182,-0.625,198.486,-6.714,14.771,1
0.059,-0.194,-0.408,185.425,4.578,12.390,1
0.018,-0.143,-0.170,169.800,12.512,1.953,1
0.050,-0.072,0.001,150.391,7.080,-6.165,1
0.061,-0.003,0.141,124.573,-6.348,-7.263,1
0.073,0.103,0.211,95.215,-4.211,-7.385,1
0.086,0.236,0.248,69.519,13.306,-2.808,1
0.065,0.277,0.236,56.152,15.869,-0.610,1
0.055,0.420,0.200,35.156,11.780,-2.502,1
0.105,0.536,0.166,20.874,-0.488,-6.042,1
0.147,0.661,0.022,1.160,-4.578,-5.188,1
0.160,0.728,-0.125,-11.475,0.916,4.333,1
0.117,0.773,-0.258,-18.677,16.968,13.916,1
0.025,0.790,-0.265,-14.404,20.630,16.418,1
0.016,0.807,-0.208,-8.301,11.047,9.033,1
0.039,0.832,-0.167,-7.874,5.676,5.676,1
0.063,0.844,-0.117,-13.794,1.343,4.272,1
0.065,0.842,-0.135,-27.588,4.272,7.568,1
0.021,0.794,-0.261,-41.565,2.808,11.169,1
-0.009,0.765,-0.353,-43.274,-2.136,9.460,1
-0.030,0.743,-0.359,-40.161,-3.723,2.502,1
0.007,0.711,-0.311,-39.246,-4.517,-5.066,1
0.033,0.666,-0.276,-45.471,-2.502,-9.094,1
0.068,0.706,-1.786,82.886,25.330,6.042,1
0.093,0.661,-1.854,90.881,19.226,5.432,1
0.135,0.579,-1.918,108.521,0.671,1.587,1
0.221,0.494,-1.917,127.747,-5.798,0.061,1
0.277,0.388,-1.875,143.494,-0.854,5.005,1
0.297,0.321,-1.812,156.921,3.235,9.827,1
0.321,0.291,-1.764,163.452,3.662,10.864,1
0.350,0.235,-1.637,174.866,5.127,15.076,1
0.370,0.199,-1.572,178.040,17.151,24.048,1
0.346,0.155,-1.566,177.368,34.607,35.461,1
0.232,0.083,-1.495,180.481,41.077,38.391,1
0.131,0.037,-1.325,191.345,45.532,36.804,1
0.088,0.016,-1.121,198.059,45.166,29.480,1
0.051,0.013,-0.987,196.899,51.025,26.978,1
0.025,-0.001,-0.919,193.298,62.622,25.513,1
-0.104,-0.031,-0.679,194.092,61.951,21.912,1
-0.167,-0.071,-0.335,193.176,31.372,9.705,1
-0.216,-0.108,0.031,188.904,-10.620,-11.963,1
-0.048,-0.019,0.336,174.927,-32.593,-31.128,1
0.051,0.039,0.465,133.362,-33.203,-28.259,1
0.107,0.116,0.471,85.022,-3.296,-9.521,1
0.080,0.151,0.469,37.415,30.212,10.864,1
-0.051,0.203,0.374,16.968,39.124,17.029,1
-0.125,0.287,0.183,-11.902,39.063,14.099,1
-0.110,0.405,0.046,-22.278,15.564,-1.099,1
-0.015,0.498,-0.015,-21.973,-4.211,-15.930,1
0.085,0.587,-0.037,-26.001,-13.855,-22.583,1
0.149,0.657,-0.113,-41.138,-7.874,-17.517,1
0.139,0.680,-0.249,-60.242,9.888,-2.747,1
0.028,0.640,-0.388,-73.364,25.024,9.583,1
-0.090,0.590,-0.479,-72.632,23.926,9.216,1
-0.129,0.558,-0.465,-59.265,5.554,-4.578,1
-0.084,0.509,-0.338,-56.030,-9.888,-21.362,1
0.031,0.488,-0.277,-70.496,-18.311,-25.208,1
0.119,0.445,-0.309,-89.111,-21.057,-20.508,1
0.110,0.402,-0.379,-106.323,-14.343,-15.808,1
0.073,0.336,-0.515,-113.098,-13.184,-15.808,1
0.075,0.260,-0.558,-113.831,-16.357,-21.179,1
0.159,0.280,-0.630,-124.329,-11.719,-22.705,1
0.228,0.271,-0.733,-139.099,-5.554,-14.832,1
0.206,0.229,-0.914,-151.794,0.549,-5.981,1
0.163,0.189,-1.062,-152.893,-0.305,-3.540,1
0.152,0.204,-1.146,-149.536,-6.104,-5.981,1
0.213,0.312,-1.237,-148.560,-7.446,-9.094,1
0.210,0.366,-1.348,-147.949,-5.249,-5.737,1
0.192,0.390,-1.436,-146.240,-2.869,-2.686,1
0.161,0.403,-1.548,-142.883,-0.732,-1.221,1
0.172,0.464,-1.583,-128.235,-5.188,-2.991,1
0.126,0.578,-1.518,-113.525,-6.653,-3.662,1
0.058,0.640,-1.442,-102.295,-8.606,-2.747,1
-0.007,0.663,-1.356,-90.698,-11.536,-3.601,1
-0.020,0.645,-1.303,-79.468,-16.907,-6.592,1
0.034,0.656,-1.253,-70.007,-17.944,-10.681,1
0.021,0.670,-1.220,-60.120,-15.381,-12.207,1
0.040,0.713,-1.123,-46.631,-11.108,-17.090,1
0.087,0.726,-1.008,-35.645,-13.611,-17.334,1
0.098,0.702,-0.925,-30.457,-15.686,-13.306,1
0.089,0.672,-0.924,-29.236,-14.038,-6.409,1
0.085,0.626,-0.955,-25.879,-9.766,-2.869,1
0.100,0.595,-0.961,-16.968,-7.507,-2.014,1
0.098,0.556,-0.960,-9.399,-6.653,1.343,1
0.080,0.531,-1.026,-6.165,-1.343,8.118,1
0.022,0.514,-1.078,-0.122,3.906,14.038,1
-0.019,0.531,-1.064,10.315,7.263,15.259,1
-0.002,0.589,-1.073,18.433,12.512,13.306,1
0.027,0.634,-1.099,29.297,9.033,15.076,1
0.051,0.718,-1.135,35.156,7.202,17.456,1
0.041,0.843,-1.209,42.419,12.329,19.897,1
0.058,0.936,-1.436,45.654,18.005,20.691,1
0.032,0.999,-1.568,61.890,21.484,22.949,1
0.015,0.996,-1.668,78.796,30.396,21.667,1
0.032,0.986,-1.822,92.896,33.691,18.677,1
0.028,0.892,-1.985,112.061,20.264,16.235,1
0.043,0.836,-2.045,137.695,9.216,8.667,1
0.107,0.697,-2.078,152.100,5.615,5.676,1
0.180,0.579,-2.013,175.415,2.747,2.136,1
0.230,0.425,-1.928,192.932,-2.014,2.869,1
0.239,0.277,-1.763,208.130,-3.357,3.662,1
0.265,0.139,-1.597,216.797,0.916,4.028,1
0.320,0.077,-1.432,217.346,10.376,6.592,1
0.338,0.046,-1.366,214.355,-0.183,15.991,1
0.275,-0.031,-1.160,207.825,-13.855,19.287,1
0.241,-0.094,-1.025,208.313,-16.602,25.879,1
0.170,-0.117,-0.848,207.886,-16.846,29.907,1
0.129,-0.166,-0.611,207.581,-4.700,25.146,1
0.113,-0.120,-0.365,199.524,17.883,15.930,1
0.123,-0.039,-0.074,182.983,31.799,11.841,1
-0.001,0.016,0.202,155.212,16.602,16.724,1
-0.091,0.098,0.295,113.281,15.686,11.292,1
-0.066,0.130,0.298,87.341,1.221,6.042,1
-0.058,0.166,0.270,74.036,-3.784,2.747,1
-0.015,0.258,0.215,55.176,-4.272,-2.869,1
0.028,0.396,0.230,40.405,6.165,-4.211,1
0.026,0.499,0.233,20.447,13.611,-1.831,1
0.015,0.555,0.137,0.610,13.306,1.587,1
-0.011,0.598,0.054,-9.094,2.014,4.150,1
-0.012,0.625,0.007,-16.541,6.287,2.747,1
0.005,0.669,0.004,-21.057,9.949,1.831,1
-0.013,0.696,0.015,-30.457,10.376,1.282,1
-0.008,0.670,-0.025,-42.419,0.671,0.122,1
0.021,0.629,-0.119,-52.246,-7.202,-0.854,1
0.026,0.566,-0.177,-58.960,-6.775,-1.404,1
0.011,0.481,-0.169,-63.049,-4.639,-4.089,1
0.050,0.393,-0.141,-69.702,-10.681,-9.949,1
0.097,0.344,-0.146,-83.557,-17.029,-13.428,1
0.148,0.296,-0.199,-101.990,-14.099,-15.076,1
0.152,0.240,-0.315,-120.056,-9.766,-13.428,1
0.160,0.210,-0.431,-133.423,-10.376,-10.864,1
0.143,0.223,-0.499,-145.630,-6.409,-7.874,1
0.154,0.238,-0.617,-164.307,3.113,-5.554,1
0.135,0.216,-0.816,-179.260,1.038,-3.540,1
0.120,0.221,-1.001,-182.312,-10.864,-5.432,1
0.146,0.299,-1.088,-179.321,-18.921,-11.658,1
0.230,0.420,-1.225,-179.565,-19.226,-16.235,1
0.313,0.554,-1.394,-175.964,-19.653,-13.245,1
0.273,0.641,-1.511,-171.448,-7.812,-5.188,1
0.171,0.692,-1.587,-161.621,4.150,3.662,1
0.082,0.709,-1.594,-145.020,-5.127,4.822,1
0.024,0.712,-1.569,-126.282,-24.597,-0.122,1
0.279,0.616,-1.641,121.521,13.000,12.512,1
0.296,0.589,-1.625,134.094,8.301,17.334,1
0.313,0.557,-1.628,139.343,13.245,20.691,1
0.255,0.486,-1.661,144.836,28.687,31.799,1
0.150,0.395,-1.701,156.372,33.203,34.790,1
0.137,0.355,-1.652,171.814,28.931,27.832,1
0.161,0.283,-1.600,179.199,25.635,23.132,1
0.197,0.210,-1.494,190.063,21.179,20.691,1
0.133,0.118,-1.392,194.702,30.518,25.146,1
0.022,0.029,-1.196,204.956,44.617,24.719,1
-0.023,-0.003,-1.070,208.557,52.612,21.301,1
-0.026,-0.064,-0.809,212.646,49.438,10.620,1
-0.075,-0.112,-0.459,205.688,15.137,-4.395,1
0.001,-0.142,-0.175,202.759,-7.751,-15.747,1
0.054,-0.147,0.102,183.105,-27.283,-21.057,1
0.077,-0.152,0.328,151.855,-12.573,-17.151,1
0.089,-0.108,0.391,129.456,26.428,-10.010,1
0.105,-0.027,0.462,82.397,33.447,-3.418,1
0.020,0.025,0.503,34.851,27.710,7.935,1
-0.017,0.095,0.375,-8.423,24.963,7.446,1
0.001,0.133,0.204,-30.945,8.484,2.625,1
0.015,0.208,0.128,-41.687,-5.920,-7.141,1
0.030,0.257,0.071,-50.293,-15.076,-15.625,1
0.084,0.357,0.051,-55.786,-14.404,-17.090,1
0.168,0.467,-0.036,-74.219,-2.625,-11.658,1
0.132,0.518,-0.192,-101.013,18.250,1.892,1
0.036,0.534,-0.419,-121.033,20.081,10.986,1
-0.031,0.514,-0.629,-120.422,-1.221,5.493,1
0.012,0.530,-0.715,-102.051,-31.006,-10.803,1
0.118,0.543,-0.679,-88.257,-32.837,-21.667,1
0.158,0.558,-0.621,-91.309,-14.221,-21.240,1
0.141,0.586,-0.646,-103.271,-6.226,-14.221,1
0.090,0.552,-0.748,-112.366,-13.611,-7.874,1
0.059,0.541,-0.877,-116.882,-20.630,-5.615,1
0.058,0.494,-0.982,-113.770,-21.362,-9.033,1
0.097,0.470,-0.981,-104.187,-21.606,-16.846,1
0.182,0.470,-0.962,-99.243,-20.386,-21.973,1
0.212,0.478,-0.985,-100.464,-14.893,-18.250,1
0.190,0.460,-1.058,-102.600,-10.010,-12.939,1
0.196,0.461,-1.099,-102.173,-9.338,-12.024,1
0.228,0.461,-1.110,-99.304,-11.292,-10.986,1
0.242,0.486,-1.148,-98.328,-12.634,-6.836,1
0.206,0.501,-1.188,-99.670,-6.531,0.427,1
0.131,0.510,-1.229,-101.074,0.244,6.836,1
0.108,0.554,-1.263,-97.351,1.221,6.958,1
0.084,0.587,-1.267,-92.163,-8.728,3.662,1
0.058,0.626,-1.190,-78.247,-12.268,0.977,1
0.079,0.687,-1.056,-68.787,-11.780,-1.526,1
0.074,0.701,-1.022,-71.533,-8.240,3.174,1
0.033,0.674,-1.080,-73.120,-8.911,6.897,1
0.024,0.664,-1.107,-62.073,-14.954,5.188,1
0.054,0.690,-1.061,-46.692,-19.653,1.831,1
0.082,0.707,-1.009,-38.879,-12.207,3.906,1
0.110,0.682,-1.054,-37.598,-2.808,7.385,1
0.128,0.647,-1.096,-31.677,-1.526,7.935,1
0.175,0.584,-1.113,-21.606,-5.005,5.371,1
0.209,0.543,-1.075,-10.803,-11.292,7.141,1
0.198,0.495,-1.033,-5.371,-5.737,14.038,1
0.137,0.453,-0.974,-2.075,5.310,19.653,1
0.109,0.422,-0.917,0.244,8.362,20.630,1
0.075,0.434,-0.903,0.671,6.348,20.020,1
0.048,0.456,-0.947,0.549,-0.122,15.320,1
0.069,0.516,-1.011,4.517,-5.737,9.338,1
0.085,0.599,-1.063,10.437,-1.953,7.690,1
0.076,0.690,-1.120,17.822,9.033,8.423,1
0.090,0.780,-1.181,29.053,11.230,8.911,1
0.086,0.821,-1.222,43.701,9.216,8.850,1
0.100,0.852,-1.334,53.711,10.071,9.338,1
0.101,0.902,-1.440,75.806,18.860,8.484,1
0.051,0.946,-1.418,96.558,27.527,9.888,1
0.033,0.941,-1.431,109.253,27.710,11.719,1
0.036,0.949,-1.538,117.371,11.414,14.771,1
0.047,0.901,-1.698,127.502,4.944,17.761,1
0.034,0.868,-1.766,145.020,11.902,16.907,1
0.042,0.801,-1.747,154.846,13.733,14.282,1
0.074,0.703,-1.696,171.936,12.207,9.827,1
0.149,0.636,-1.606,183.228,8.179,8.728,1
0.190,0.552,-1.534,186.951,9.277,13.184,1
0.219,0.463,-1.475,188.782,8.240,18.738,1
0.233,0.353,-1.351,193.848,6.165,21.667,1
0.226,0.258,-1.192,196.472,14.099,25.574,1
0.173,0.205,-1.095,192.932,28.992,27.466,1
0.092,0.119,-0.892,192.688,34.546,24.597,1
0.058,0.065,-0.654,191.284,37.170,13.367,1
0.064,0.040,-0.420,183.228,34.180,2.319,1
0.059,-0.028,-0.176,171.509,16.541,-1.587,1
0.037,0.003,0.077,140.686,2.319,-8.545,1
0.095,0.032,0.194,122.192,15.442,-0.671,1
0.010,0.082,0.343,84.473,22.034,0.793,1
-0.006,0.151,0.345,64.209,26.611,-1.587,1
-0.005,0.213,0.196,36.987,12.634,-4.944,1
0.038,0.280,0.119,24.475,-9.094,-12.146,1
0.096,0.383,0.071,13.611,3.967,-15.991,1
0.095,0.472,0.074,4.028,14.160,-12.268,1
0.075,0.554,0.083,-8.362,10.315,-8.362,1
0.068,0.607,0.057,-17.395,1.526,-4.944,1
0.080,0.630,0.028,-27.893,0.916,-3.601,1
0.081,0.643,0.010,-33.386,2.502,-1.892,1
0.091,0.662,-0.014,-43.518,2.441,-0.732,1
0.090,0.651,-0.092,-55.542,2.747,3.296,1
0.071,0.625,-0.158,-64.636,0.793,5.432,1
0.040,0.568,-0.208,-71.045,-6.226,2.014,1
0.101,0.547,-0.239,-76.660,-19.958,-2.014,1
0.101,0.551,-0.276,-90.088,-15.442,2.136,1
0.066,0.533,-0.379,-103.088,-2.869,8.301,1
0.031,0.502,-0.503,-107.971,-3.723,6.897,1
0.025,0.452,-0.565,-106.567,-14.343,-1.892,1
0.093,0.480,-0.583,-108.276,-21.118,-12.695,1
0.151,0.535,-0.649,-117.310,-16.663,-12.207,1
0.131,0.532,-0.765,-125.305,-7.507,-5.920,1
0.089,0.496,-0.832,-126.953,-4.883,-2.869,1
0.100,0.440,-0.882,-129.028,-9.521,-6.958,1
0.118,0.406,-0.936,-131.592,-16.174,-10.254,1
0.124,0.403,-1.008,-134.155,-10.071,-10.254,1
0.087,0.431,-1.066,-135.803,3.174,-9.033,1
0.092,0.475,-1.091,-131.958,8.789,-12.817,1
0.184,0.502,-1.108,-127.747,-6.226,-19.287,1
0.233,0.512,-1.160,-127.563,-23.621,-19.836,1
0.256,0.576,-1.226,-125.916,-25.574,-14.648,1
0.170,0.855,-1.604,61.157,22.644,22.522,1
0.177,0.837,-1.656,80.872,17.517,22.461,1
0.200,0.810,-1.702,89.966,19.653,20.813,1
0.191,0.749,-1.703,108.398,21.667,18.616,1
0.213,0.695,-1.659,123.779,19.409,18.188,1
0.208,0.596,-1.608,135.864,17.273,22.583,1
0.222,0.560,-1.607,139.343,17.822,24.048,1
0.268,0.494,-1.638,146.790,12.268,25.146,1
0.341,0.435,-1.641,157.959,1.282,24.841,1
0.384,0.363,-1.597,167.175,-0.732,30.334,1
0.396,0.329,-1.537,173.401,8.118,43.823,1
0.316,0.244,-1.510,174.683,15.564,50.537,1
0.193,0.140,-1.375,183.228,27.588,54.077,1
0.154,0.095,-1.161,194.641,30.640,47.913,1
0.121,0.043,-0.943,199.097,36.194,41.504,1
0.093,0.006,-0.673,201.843,43.945,35.583,1
0.042,-0.050,-0.519,201.782,46.387,16.663,1
-0.013,-0.084,-0.226,195.984,49.866,27.161,1
-0.014,-0.103,0.097,182.434,47.974,22.522,1
-0.144,-0.072,0.488,152.649,23.071,12.512,1
-0.123,-0.018,0.638,118.652,16.052,3.723,1
-0.090,0.059,0.682,68.970,-2.197,-5.127,1
-0.046,0.113,0.608,22.095,-1.282,-7.324,1
-0.036,0.146,0.500,-14.038,9.888,-4.211,1
-0.078,0.209,0.317,-26.672,10.071,-3.052,1
